CRATER_ID,CRATER_NAME,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIMFLOOR_TOPOG,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,NUMBER_LAYERS
24-002462, ,-59.172,-141.709,5.65,.09,Rd, , ,0
24-002463, ,-34.07,-153.357,5.65,.58,SLEPS,HuSL, ,1
24-002464, ,-41.676,-151.266,5.65,.24,Rd, , ,0
24-002465, ,-32.674,-144.55,5.65,.41,SLEPS,SmSL,Small-Crown,1
24-002466, ,-42.987,-174.426,5.64,0, , , ,0
24-002467, ,-49.811,-174.155,5.63,.6,SLERS,HuSL, ,1
24-002468, ,-46.364,-169.749,5.62,.21,SLEPS,SmSL, ,1
24-002469, ,-58.595,-164.267,5.62,0, , , ,0
24-002470, ,-47.682,-146.96,5.62,.15, , , ,0
24-002471, ,-58.931,-148.06,5.61,.21, , , ,0
24-002472, ,-41.419,-127.059,5.61,.27,SLEPS,HuAm, ,1
24-002473, ,-46.38,-142.518,5.61,.23,SLERS,HuSL, ,1
24-002474, ,-32.311,-138.537,5.6,0,Rd, , ,0
24-002475, ,-43.469,-159.917,5.6,.33,SLEPS,HuAm, ,1
24-002476, ,-60.261,-121.726,5.59,.09,SLEPS,HuSL, ,1
24-002477, ,-62.251,-167.608,5.59,.23,Rd, , ,0
24-002478, ,-51.636,-157.025,5.58,.08,Rd, , ,0
24-002479, ,-49.967,-173.155,5.58,.22,DLEPS,HuBL, ,2
24-002480, ,-38.182,-166.576,5.57,.64,Rd, , ,0
24-002481, ,-40.276,-161.232,5.57,.2, , , ,0
24-002482, ,-54.932,-127.818,5.57,0, , , ,0
24-002483, ,-38.367,-162.303,5.57,.23,SLEPS,HuBL,Small-Crown,1
24-002484, ,-35.34,-152.976,5.56,.66,SLEPS,HuAm, ,1
24-002485, ,-50.465,-179.255,5.55,.21,SLEPS,HuAm, ,1
24-002486, ,-64.848,-177.988,5.53,0, , , ,0
24-002487, ,-37.785,-165,5.52,0, , , ,0
24-002488, ,-38.202,-176.084,5.52,.58,Rd, , ,0
24-002489, ,-43.379,-129.112,5.52,.11, , , ,0
24-002490, ,-48.863,-177.522,5.52,.04, , , ,0
24-002491, ,-41.082,-168.062,5.51,.29,Rd, , ,0
24-002492, ,-48.812,-160.694,5.51,.37,SLERS,SmSL, ,1
24-002493, ,-58.618,-135.786,5.51,.08,Rd, , ,0
24-002494, ,-30.343,-150.395,5.5,.6,SLEPS,HuBL, ,1
24-002495, ,-42.741,-171.717,5.5,.15,SLERS,HuSp, ,1
24-002496, ,-50.714,-176.04,5.5,.12, , , ,0
24-002497, ,-58.514,-135.295,5.5,.07,SLEPS,SmAm, ,1
24-002498, ,-58.171,-164.579,5.5,.13,SLEPS,HuAm, ,1
24-002499, ,-55.396,-163.427,5.5,.17,Rd, , ,0
24-002500, ,-50.105,-139.177,5.5,.12,Rd, , ,0
24-002501, ,-45.338,-142.271,5.49,.02, , , ,0
24-002502, ,-37.944,-179.511,5.49,.52,SLERS,HuSL,Small-Crown,1
24-002503, ,-42.557,-123.611,5.49,.27,Rd, , ,0
24-002504, ,-51.054,-137.747,5.49,0, , , ,0
24-002505, ,-34.79,-159.765,5.48,.64,SLEPS,HuSL, ,1
24-002506, ,-46.376,-148.419,5.48,.17,SLEPC,HuSL,Rectangular,1
24-002507, ,-62.182,-123.541,5.47,.09, , , ,0
24-002508, ,-46.859,-174.852,5.47,.25,SLEPS,SmSL, ,1
24-002509, ,-47.972,-165.813,5.47,.3, , , ,0
24-002510, ,-64.447,-127.608,5.47,.06, , , ,0
24-002511, ,-36.469,-122.916,5.47,.33,Rd, , ,0
24-002512, ,-46.144,-166.184,5.46,.45, , , ,0
24-002513, ,-51.466,-130.806,5.45,.09, , , ,0
24-002514, ,-60.169,-166.297,5.45,.12,Rd, , ,0
24-002515, ,-62.337,-171.082,5.45,0, , , ,0
24-002516, ,-57.321,-170.13,5.45,.15,SLEPS,HuAm, ,1
24-002517, ,-53.673,-174.388,5.44,.12, , , ,0
24-002518, ,-39.674,-152.007,5.44,.06, , , ,0
24-002519, ,-46.254,-172.938,5.44,.05, , , ,0
24-002520, ,-55.109,-127.102,5.44,.15,SLEPS,HuSL, ,1
24-002521, ,-57.75,-145.599,5.44,.04, , , ,0
24-002522, ,-42.097,-136.084,5.44,.25,DLEPC,Hu, ,2
24-002523, ,-32.221,-166.67,5.43,0, , , ,0
24-002524, ,-53.958,-136.409,5.43,.11,Rd, , ,0
24-002525, ,-54.264,-145.017,5.43,.17,Rd, , ,0
24-002526, ,-64.591,-120.978,5.43,.12,SLEPS,HuAm, ,1
24-002527, ,-59.34,-133.008,5.42,.19,SLEPS,SmSL, ,1
24-002528, ,-47.755,-164.377,5.42,.22, , , ,0
24-002529, ,-39.713,-178.488,5.41,.46,Rd, , ,0
24-002530, ,-60.99,-122.451,5.41,.07,Rd, , ,0
24-002531, ,-51.782,-134.762,5.4,.16,Rd, , ,0
24-002532, ,-40.193,-166.661,5.4,.26,SLEPC,Hu,Pin-Cushion,1
24-002533, ,-40.711,-124.576,5.39,.2,Rd/SLEPC,Hu,Pin-Cushion,1
24-002534, ,-34.976,-158.222,5.39,.49,SLEPS,HuAm, ,1
24-002535, ,-50.839,-149.231,5.38,.09,Rd, , ,0
24-002536, ,-55.517,-145.988,5.38,.19,SLERS,HuSL, ,1
24-002537, ,-47.73,-121.943,5.38,.2,Rd, , ,0
24-002538, ,-36.188,-141.66,5.38,.06, , , ,0
24-002539, ,-30.196,-151.375,5.38,.27,Rd, , ,0
24-002540, ,-61.296,-154.352,5.38,.06, , , ,0
24-002541, ,-35.548,-165.646,5.38,.41,Rd, , ,0
24-002542, ,-56.89,-176.91,5.37,0,Rd, , ,0
24-002543, ,-33.383,-171.715,5.37,.57,SLERS,SmBL, ,1
24-002544, ,-63.21,-132.936,5.37,.23,Rd, , ,0
24-002545, ,-47.455,-173.119,5.37,.15, , , ,0
24-002546, ,-57.769,-149.875,5.37,.35,Rd, , ,0
24-002547, ,-46.534,-123.783,5.36,.3,Rd, , ,0
24-002548, ,-39.867,-138.142,5.36,.09, , , ,0
24-002549, ,-45.441,-169.201,5.36,.19,SLEPS,HuSL,Pin-Cushion,1
24-002550, ,-36.267,-167.068,5.36,.31,Rd, , ,0
24-002551, ,-38.039,-147.227,5.35,0, , , ,0
24-002552, ,-39.431,-139.555,5.35,.13, , , ,0
24-002553, ,-53.854,-159.95,5.34,.09, , , ,0
24-002554, ,-40.057,-129.377,5.34,.24, , , ,0
24-002555, ,-57.089,-141.508,5.34,.17,Rd, , ,0
24-002556, ,-34.8,-161.468,5.34,.66,SLEPS,HuSL, ,1
24-002557, ,-38.269,-174.615,5.34,.27,Rd, , ,0
24-002558, ,-47.081,-179.56,5.33,.17,Rd, , ,0
24-002559, ,-47.169,-139.783,5.33,.13,Rd, , ,0
24-002560, ,-64.606,-167.965,5.33,.09, , , ,0
24-002561, ,-35.411,-140.79,5.33,.03, , , ,0
24-002562, ,-47.943,-145.521,5.33,.14, , , ,0
24-002563, ,-49.331,-142.837,5.33,.14, , , ,0
24-002564, ,-42.409,-173.354,5.32,.19,SLEPS,Hu, ,1
24-002565, ,-40.156,-167.041,5.32,.23,SLEPS,HuBL, ,1
24-002566, ,-48.337,-143.139,5.31,.09,Rd, , ,0
24-002567, ,-52.906,-141.37,5.3,.15,DLEPS,HuSL, ,2
24-002568, ,-64.696,-168.073,5.3,.08, , , ,0
24-002569, ,-49.623,-161.025,5.3,.12, , , ,0
24-002570, ,-34.835,-168.519,5.29,0, , , ,0
24-002571, ,-55.236,-157.274,5.29,0, , , ,0
24-002572, ,-61.517,-165.266,5.29,0, , , ,0
24-002573, ,-31.39,-122.876,5.29,.4,SLERS,Hu, ,1
24-002574, ,-44.493,-138.636,5.29,.16,DLEPS,Hu,Pin-Cushion,2
24-002575, ,-37.268,-155.047,5.29,0, , , ,0
24-002576, ,-44.056,-156.793,5.28,.11,Rd, , ,0
24-002577, ,-58.453,-152.455,5.28,.21, , , ,0
24-002578, ,-63.904,-154.765,5.28,.04, , , ,0
24-002579, ,-31.006,-162.165,5.28,.53,Rd, , ,0
24-002580, ,-30.198,-168.866,5.28,.66,Rd, , ,0
24-002581, ,-31.86,-146.054,5.28,.55,SLERS,HuBL, ,1
24-002582, ,-37.585,-123.394,5.27,.14, , , ,0
24-002583, ,-39.487,-143.973,5.27,.02, , , ,0
24-002584, ,-37.351,-155.44,5.26,0, , , ,0
24-002585, ,-38.065,-171.832,5.26,.33,Rd/SLEPC,HuSL, ,1
24-002586, ,-45.38,-134.001,5.26,.18,SLERS,HuSL, ,1
24-002587, ,-33.895,-150.625,5.26,0,SLEPS,HuSL, ,1
24-002588, ,-31.371,-164.135,5.26,.65,Rd/SLERS,HuAm, ,1
24-002589, ,-32.099,-168.301,5.26,0, , , ,0
24-002590, ,-47.836,-124.809,5.26,.16,SLEPS,HuSL, ,1
24-002591, ,-57.502,-179.263,5.25,.11, , , ,0
24-002592, ,-59.531,-174.236,5.25,.37, , , ,0
24-002593, ,-63.236,-121.5,5.25,.13,Rd, , ,0
24-002594, ,-32.465,-154.85,5.25,.5,SLEPC,Hu,Pin-Cushion,1
24-002595, ,-32.087,-164.979,5.25,.66,SLERS,HuBL,Small-Crown,1
24-002596, ,-39.631,-156.918,5.24,.31,SLEPS,SmAm, ,1
24-002597, ,-47.599,-154.956,5.23,.1,Rd, , ,0
24-002598, ,-63.394,-133.382,5.23,.13,SLEPC,HuSL, ,1
24-002599, ,-41.505,-123.908,5.22,.11,SLEPS,HuSL,Pin-Cushion,1
24-002600, ,-40.938,-132.424,5.22,.54,SLEPS,HuAm,Rectangular,1
24-002601, ,-31.23,-165.652,5.22,.44,Rd, , ,0
24-002602, ,-36.286,-178.875,5.21,.45,Rd, , ,0
24-002603, ,-47.983,-178.776,5.21,.17,Rd, , ,0
24-002604, ,-52.916,-148.724,5.21,0, , , ,0
24-002605, ,-40.944,-169.758,5.21,.23,Rd, , ,0
24-002606, ,-53.188,-149.54,5.2,.28, , , ,0
24-002607, ,-42.885,-176.331,5.2,0, , , ,0
24-002608, ,-46.931,-147.008,5.2,.19,SLEPS,HuAm, ,1
24-002609, ,-37.389,-159.157,5.2,.29,Rd, , ,0
24-002610, ,-36.025,-142.17,5.2,0, , , ,0
24-002611, ,-38.312,-173.433,5.2,.39,Rd, , ,0
24-002612, ,-36.238,-139.559,5.2,.72,Rd, , ,0
24-002613, ,-42.751,-168.861,5.19,.09, , , ,0
24-002614, ,-33.736,-177.932,5.19,.43,Rd, , ,0
24-002615, ,-38.661,-155.326,5.19,.18, , , ,0
24-002616, ,-52.916,-158.577,5.19,.23,Rd, , ,0
24-002617, ,-33.984,-145.433,5.18,.61,SLEPS,HuBL, ,1
24-002618, ,-48.635,-126.557,5.18,.13,Rd, , ,0
24-002619, ,-30.388,-153.183,5.18,.21, , , ,0
24-002620, ,-31.159,-174.759,5.18,.52,SLEPS,HuBL, ,1
24-002621, ,-34.033,-143.936,5.18,.09, , , ,0
24-002622, ,-35.812,-135.545,5.18,.4,Rd, , ,0
24-002623, ,-61.304,-140.757,5.18,.12,SLEPS,SmAm, ,1
24-002624, ,-30.063,-155.401,5.17,0, , , ,0
24-002625, ,-44.538,-141.157,5.17,.14,SLEPC,Hu, ,1
24-002626, ,-34.336,-135.582,5.17,.1, , , ,0
24-002627, ,-43.205,-163.652,5.17,.31,SLEPS,SmAm, ,1
24-002628, ,-53.041,-146.116,5.16,.11,Rd, , ,0
24-002629, ,-49.181,-176.365,5.16,.09,SLEPS,SmAm, ,1
24-002630, ,-51.353,-138.182,5.15,.1,Rd, , ,0
24-002631, ,-49.152,-120.646,5.15,.14,SLEPS,HuAm, ,1
24-002632, ,-56.542,-179.46,5.15,.09,Rd, , ,0
24-002633, ,-50.763,-128.287,5.15,.13,SLEPC,Hu, ,1
24-002634, ,-41.543,-143.567,5.15,.06, , , ,0
24-002635, ,-59.478,-133.145,5.15,.14,SLEPS,SmSL, ,1
24-002636, ,-32.915,-143.334,5.15,.53,SLEPS,HuBL,Rectangular,1
24-002637, ,-41.658,-144.245,5.14,.27,SLEPS,HuSL, ,1
24-002638, ,-50.411,-157.514,5.14,.12,SLEPS,HuAm, ,1
24-002639, ,-57.117,-142.253,5.14,.11, , , ,0
24-002640, ,-44.831,-130.444,5.13,.1,DLEPS/DLERS,Hu/HuSL, ,2
24-002641, ,-30.896,-140.883,5.13,.6,Rd, , ,0
24-002642, ,-34.468,-171.273,5.13,.47,Rd, , ,0
24-002643, ,-55.688,-131.2,5.12,0, , , ,0
24-002644, ,-59.303,-177.522,5.12,.2,SLEPS,HuSL, ,1
24-002645, ,-41.49,-143.02,5.12,.33,Rd, , ,0
24-002646, ,-33.999,-148.987,5.12,.13, , , ,0
24-002647, ,-44.041,-162.941,5.12,.2,Rd, , ,0
24-002648, ,-35.351,-165.606,5.1,0, , , ,0
24-002649, ,-38.271,-174.69,5.1,.42,Rd, , ,0
24-002650, ,-46.123,-139.905,5.1,.16,DLEPC/DLEPS,Hu/SmBL, ,2
24-002651, ,-51.407,-142.072,5.09,.1, , , ,0
24-002652, ,-34.418,-151.531,5.09,.58,SLEPS,HuSL, ,1
24-002653, ,-36.247,-126.102,5.08,.61,SLEPS,HuBL, ,1
24-002654, ,-30.172,-145.114,5.08,.69,SLEPS,HuBL, ,1
24-002655, ,-42.446,-168.968,5.08,.42,DLEPS/DLERS,HuSL, ,2
24-002656, ,-43.068,-142.793,5.07,.21,SLEPS,SmSL, ,1
24-002657, ,-37.412,-147.338,5.06,.58,SLEPS,Hu,Pin-Cushion,1
24-002658, ,-33.25,-169.813,5.06,.61,SLEPS,HuAm, ,1
24-002659, ,-53.407,-157.78,5.06,.15,SLEPC,HuSL, ,1
24-002660, ,-52.962,-168.781,5.06,.2, , , ,0
24-002661, ,-64.883,-159.16,5.06,.06, , , ,0
24-002662, ,-43.027,-146.682,5.05,0,DLEPS,HuSL, ,2
24-002663, ,-55.387,-158.075,5.05,.12,SLEPS,HuSL, ,1
24-002664, ,-51.126,-133.732,5.05,.06, , , ,0
24-002665, ,-31.95,-148.882,5.05,.46,Rd, , ,0
24-002666, ,-53.812,-147.007,5.05,.21,Rd, , ,0
24-002667, ,-50.628,-151.232,5.05,.21,Rd, , ,0
24-002668, ,-46.032,-158.033,5.04,.25,SLEPC,Sm, ,1
24-002669, ,-45.55,-151.95,5.04,.09,Rd, , ,0
24-002670, ,-45.086,-132.439,5.04,.1,SLERS,SmBL,Small-Crown,1
24-002671, ,-45.237,-176.521,5.04,.24,SLEPS,SmSL, ,1
24-002672, ,-49.684,-178.357,5.04,.1,SLEPS,HuSL, ,1
24-002673, ,-60.538,-125.334,5.03,.06,Rd, , ,0
24-002674, ,-34.593,-134.162,5.03,.74,SLERS,SmAm, ,1
24-002675, ,-53.609,-165.761,5.02,.05,SLEPS,SmSL, ,1
24-002676, ,-43.08,-136.822,5.02,.25,SLEPC,Sm, ,1
24-002677, ,-46.504,-172.669,5.01,.17,SLEPS,SmAm, ,1
24-002678, ,-44.825,-163.979,5.01,.19,Rd, , ,0
24-002679, ,-60.474,-152.981,5,.16,Rd, , ,0
24-002680, ,-31.148,-144.347,5,.64,Rd, , ,0
24-002681, ,-31.505,-145.247,5,.21,SLEPS,HuBL, ,1
24-002682, ,-55.071,-159.939,5,0, , , ,0
24-002683, ,-49.427,-135.478,5,.14, , , ,0
24-002684, ,-31.622,-154.102,5,0, , , ,0
24-002685, ,-51.275,-149.61,4.99,.11,Rd, , ,0
24-002686, ,-45.323,-159.75,4.99,.18,Rd, , ,0
24-002687, ,-63.989,-163.2,4.99,.11, , , ,0
24-002688, ,-56.402,-168.598,4.99,.07,Rd, , ,0
24-002689, ,-43.417,-128.613,4.99,.15,SLERC,Sm, ,1
24-002690, ,-35.696,-140.071,4.99,.5,Rd, , ,0
24-002691, ,-62.21,-129.057,4.99,.18, , , ,0
24-002692, ,-57.089,-123.637,4.98,.05, , , ,0
24-002693, ,-58.205,-151.356,4.98,.14, , , ,0
24-002694, ,-61.917,-140.183,4.98,.09,Rd, , ,0
24-002695, ,-43.157,-177.342,4.98,.19,Rd, , ,0
24-002696, ,-61.138,-178.572,4.98,.02, , , ,0
24-002697, ,-32.571,-123.411,4.97,.63,Rd, , ,0
24-002698, ,-30.326,-150.628,4.97,.52,Rd, , ,0
24-002699, ,-45.382,-153.708,4.97,.1,SLEPS,SmSL, ,1
24-002700, ,-49.968,-142.087,4.96,.12, , , ,0
24-002701, ,-52.106,-161.681,4.96,.19,Rd, , ,0
24-002702, ,-57.405,-154.839,4.96,.11, , , ,0
24-002703, ,-55.495,-174.701,4.96,.19,Rd, , ,0
24-002704, ,-31.279,-171.643,4.95,0, , , ,0
24-002705, ,-43.623,-156.57,4.95,.08, , , ,0
24-002706, ,-36.511,-164.263,4.95,.41,Rd, , ,0
24-002707, ,-35.942,-132.946,4.95,.41,SLEPC,Hu, ,1
24-002708, ,-50.226,-178.576,4.95,.19,Rd, , ,0
24-002709, ,-40.907,-121.006,4.94,0, , , ,0
24-002710, ,-34.59,-143.517,4.94,.54,SLERC,Hu, ,1
24-002711, ,-47.46,-145.554,4.94,.04, , , ,0
24-002712, ,-31.291,-173.642,4.94,.7,SLERS,SmSL,Small-Crown,1
24-002713, ,-41.74,-151.181,4.94,.33, , , ,0
24-002714, ,-36.313,-158.269,4.94,0, , , ,0
24-002715, ,-31.24,-152.003,4.93,.18,SLEPC,SmSL, ,1
24-002716, ,-47.706,-133.285,4.93,.16,SLEPS,SmAm, ,1
24-002717, ,-40.243,-153.441,4.93,0, , , ,0
24-002718, ,-47.912,-149.068,4.93,.18,Rd, , ,0
24-002719, ,-42.674,-158.646,4.93,0,Rd, , ,0
24-002720, ,-32.964,-176.276,4.93,.57,SLERC,SmSL, ,1
24-002721, ,-62.845,-162.195,4.93,.12,SLERS,HuAm, ,1
24-002722, ,-37.106,-153.439,4.92,.41,SLEPS,HuAm, ,1
24-002723, ,-57.523,-154.284,4.92,.07, , , ,0
24-002724, ,-38.606,-170.191,4.92,.46,Rd, , ,0
24-002725, ,-38.474,-122.48,4.92,.31,Rd, , ,0
24-002726, ,-54.331,-167.99,4.92,.08, , , ,0
24-002727, ,-33.871,-138.835,4.92,.68,SLERS,SmBL, ,1
24-002728, ,-64.445,-156.677,4.92,.16,SLEPC,SmBL, ,1
24-002729, ,-56.171,-130.109,4.92,0, , , ,0
24-002730, ,-45.834,-167.427,4.91,.18,Rd, , ,0
24-002731, ,-37.511,-160.102,4.91,.35,Rd, , ,0
24-002732, ,-41.575,-161.487,4.91,.28,Rd, , ,0
24-002733, ,-45.876,-121.955,4.91,.36,SLEPS,HuSL, ,1
24-002734, ,-57.614,-127.089,4.91,.09,Rd, , ,0
24-002735, ,-36.165,-173.118,4.91,.36,SLEPS,Hu, ,1
24-002736, ,-59.867,-146.054,4.91,.18,SLEPC,HuSL, ,1
24-002737, ,-54.316,-138.085,4.9,0, , , ,0
24-002738, ,-54.513,-139.952,4.9,.09,SLEPS,SmSL, ,1
24-002739, ,-45.948,-158.334,4.9,.23,DLEPC/DLEPS,HuSL, ,2
24-002740, ,-32.452,-165.33,4.9,.58,Rd, , ,0
24-002741, ,-55.987,-158.966,4.9,.17,Rd, , ,0
24-002742, ,-45.631,-167.132,4.89,.53,DLEPS,HuSL, ,2
24-002743, ,-46.63,-139.921,4.89,.14,SLEPC,Hu, ,1
24-002744, ,-41.184,-177.439,4.89,.25,SLEPC,Hu,Pin-Cushion,1
24-002745, ,-58.731,-165.356,4.89,.08,SLERC,SmSL, ,1
24-002746, ,-48.159,-133.801,4.88,0, , , ,0
24-002747, ,-55.694,-168.738,4.88,.04, , , ,0
24-002748, ,-43.464,-138.507,4.88,.26,SLEPS,HuSL, ,1
24-002749, ,-35.469,-175.81,4.88,.54,Rd, , ,0
24-002750, ,-58.212,-147.39,4.88,.21,Rd, , ,0
24-002751, ,-34.193,-149.602,4.88,.62,Rd, , ,0
24-002752, ,-54.316,-132.462,4.87,.09, , , ,0
24-002753, ,-44.57,-130.063,4.87,0, , , ,0
24-002754, ,-46.178,-147.109,4.87,.43,Rd, , ,0
24-002755, ,-43.451,-137.681,4.86,.08,SLERS,SmSL, ,1
24-002756, ,-31.6,-148.077,4.86,.44,Rd, , ,0
24-002757, ,-58.458,-142.998,4.86,.17, , , ,0
24-002758, ,-38.257,-137.894,4.86,.09, , , ,0
24-002759, ,-36.678,-123.853,4.86,0,SLEPS,HuAm, ,1
24-002760, ,-52.409,-145.457,4.85,.08,SLEPC,Sm, ,1
24-002761, ,-33.842,-156.617,4.84,.57,Rd, , ,0
24-002762, ,-38.141,-146.743,4.84,.56,Rd/SLEPC,HuSL, ,1
24-002763, ,-49.582,-129.252,4.84,.09, , , ,0
24-002764, ,-30.635,-154.302,4.84,.61,SLERS,HuSL, ,1
24-002765, ,-38.938,-146.149,4.84,.37,Rd, , ,0
24-002766, ,-46.941,-163.839,4.84,0,Rd, , ,0
24-002767, ,-41.213,-157.063,4.84,0,SLEPC,HuSL, ,1
24-002768, ,-43.691,-144.239,4.83,.22,DLEPC,SmSL, ,2
24-002769, ,-61.745,-164.476,4.83,.14, , , ,0
24-002770, ,-32.259,-148.969,4.83,.47, , , ,0
24-002771, ,-32.968,-179.009,4.83,.49,SLEPC,Hu, ,1
24-002772, ,-31.576,-148.196,4.82,.36, , , ,0
24-002773, ,-64.749,-131.069,4.82,.17, , , ,0
24-002774, ,-46.452,-167.261,4.82,.21,SLEPC,Hu, ,1
24-002775, ,-49.345,-138.881,4.82,.05, , , ,0
24-002776, ,-47.142,-137.636,4.82,.18,SLEPC,Hu, ,1
24-002777, ,-59.21,-177.031,4.81,.26,Rd, , ,0
24-002778, ,-52.098,-168.74,4.81,.21, , , ,0
24-002779, ,-57.648,-131.467,4.81,.38,SLERC,HuSL, ,1
24-002780, ,-34.65,-179.432,4.81,.38,SLEPS,SmBL, ,1
24-002781, ,-58.787,-133.231,4.8,.11,Rd, , ,0
24-002782, ,-53.138,-168.365,4.8,0, , , ,0
24-002783, ,-33.26,-164.078,4.8,0,Rd, , ,0
24-002784, ,-32.707,-150.744,4.79,0,SLERS,SmAm, ,1
24-002785, ,-36.608,-125.458,4.79,.5,SLEPS,SmAm, ,1
24-002786, ,-64.225,-133.464,4.79,.04, , , ,0
24-002787, ,-63.316,-121.576,4.79,.1, , , ,0
24-002788, ,-49.689,-138.278,4.78,0, , , ,0
24-002789, ,-58.4,-141.06,4.78,.17, , , ,0
24-002790, ,-31.357,-153.634,4.78,0, , , ,0
24-002791, ,-35.028,-167.497,4.78,.47,Rd, , ,0
24-002792, ,-40.985,-138.114,4.77,0, , , ,0
24-002793, ,-62.989,-157.358,4.77,.11, , , ,0
24-002794, ,-51.179,-120.258,4.77,0, , , ,0
24-002795, ,-35.871,-170.599,4.77,.29,Rd, , ,0
24-002796, ,-31.969,-136.592,4.77,0, , , ,0
24-002797, ,-36.306,-159.208,4.77,.62,SLEPC,HuSL, ,1
24-002798, ,-40.68,-145.808,4.76,.25,SLERS,HuBL,Pseudo-Butterfly,1
24-002799, ,-52.181,-136.746,4.76,0, , , ,0
24-002800, ,-46.492,-123.641,4.76,.22,Rd, , ,0
24-002801, ,-39.519,-132.956,4.76,0, , , ,0
24-002802, ,-49.218,-165.768,4.76,.15,Rd, , ,0
24-002803, ,-38.318,-166.701,4.76,0,Rd, , ,0
24-002804, ,-41.61,-165.422,4.76,.17,Rd, , ,0
24-002805, ,-52.885,-142.09,4.75,.03, , , ,0
24-002806, ,-60.936,-128.461,4.75,0, , , ,0
24-002807, ,-62.346,-155.315,4.75,.1, , , ,0
24-002808, ,-46.455,-163.49,4.75,.15, , , ,0
24-002809, ,-40.145,-160.602,4.75,.27,Rd, , ,0
24-002810, ,-53.903,-152.829,4.75,0, , , ,0
24-002811, ,-43.219,-139.661,4.73,.05, , , ,0
24-002812, ,-35.47,-149.599,4.73,.61,SLEPC/Rd,Hu, ,1
24-002813, ,-30.128,-162.658,4.73,.52,Rd, , ,0
24-002814, ,-59.075,-154.831,4.73,.14,SLEPC,HuSL, ,1
24-002815, ,-37.708,-159.129,4.72,0, , , ,0
24-002816, ,-42.528,-163.791,4.72,.44,Rd, , ,0
24-002817, ,-38.368,-174.83,4.72,.39,Rd, , ,0
24-002818, ,-39.648,-167.133,4.72,.27,Rd, , ,0
24-002819, ,-46.235,-144.459,4.72,.04, , , ,0
24-002820, ,-44.375,-137.256,4.72,.08, , , ,0
24-002821, ,-40.558,-128.139,4.72,.3,Rd, , ,0
24-002822, ,-45.918,-158.749,4.71,.12,SLEPC,HuSL, ,1
24-002823, ,-61.036,-129.015,4.71,.15,SLEPS,SmBL, ,1
24-002824, ,-41.385,-140.265,4.71,.26,Rd, , ,0
24-002825, ,-36.787,-125.374,4.71,0, , , ,0
24-002826, ,-50.965,-157.49,4.7,.28,SLERC,HuSL, ,1
24-002827, ,-42.755,-144.413,4.7,.25,Rd, , ,0
24-002828, ,-55.304,-177.15,4.7,.05, , , ,0
24-002829, ,-43.426,-160.426,4.7,.24,Rd, , ,0
24-002830, ,-30.64,-177.874,4.7,.3, , , ,0
24-002831, ,-50.442,-169.491,4.7,.16,DLERS,SmAm, ,2
24-002832, ,-42.438,-135.423,4.7,0, , , ,0
24-002833, ,-43.422,-162.162,4.7,.32,Rd, , ,0
24-002834, ,-64.347,-143.095,4.69,0, , , ,0
24-002835, ,-45.279,-165.465,4.69,.25,Rd, , ,0
24-002836, ,-44.264,-133.013,4.69,.15,Rd, , ,0
24-002837, ,-42.871,-120.038,4.68,.3, , , ,0
24-002838, ,-48.592,-122.876,4.68,.11,SLEPS,SmAm, ,1
24-002839, ,-58.654,-146.871,4.68,.05,Rd, , ,0
24-002840, ,-52.169,-142.28,4.68,.2, , , ,0
24-002841, ,-35.281,-122.133,4.68,.26,Rd, , ,0
24-002842, ,-44.573,-178.449,4.68,.22,SLEPS,HuBL, ,1
24-002843, ,-51.927,-157.341,4.68,.11,Rd, , ,0
24-002844, ,-45.494,-131.831,4.67,.15,SLERS,HuBL, ,1
24-002845, ,-52.318,-161.676,4.67,.16,Rd, , ,0
24-002846, ,-62.156,-134.208,4.66,.13,Rd, , ,0
24-002847, ,-32.558,-161.927,4.66,0, , , ,0
24-002848, ,-35.181,-178.82,4.65,.37,Rd, , ,0
24-002849, ,-61.321,-122.318,4.65,.09,Rd, , ,0
24-002850, ,-56.921,-172.492,4.65,.05,Rd, , ,0
24-002851, ,-34.921,-122.684,4.65,.23,SLEPC,Hu, ,1
24-002852, ,-53.542,-134.532,4.65,.11, , , ,0
24-002853, ,-39.356,-121.891,4.65,.17,SLEPC,Hu, ,1
24-002854, ,-44.194,-166.566,4.65,.19,DLEPC,HuSL, ,2
24-002855, ,-56.325,-161.078,4.64,.07,Rd, , ,0
24-002856, ,-43.308,-141.922,4.64,.06,DLEPS,HuSL, ,2
24-002857, ,-56.261,-168.685,4.64,.06,Rd, , ,0
24-002858, ,-34.151,-172.706,4.64,0,Rd, , ,0
24-002859, ,-57.964,-129.862,4.64,.03, , , ,0
24-002860, ,-34.751,-153.783,4.63,0, , , ,0
24-002861, ,-36.89,-142.691,4.63,.06, , , ,0
24-002862, ,-37.563,-134.527,4.63,.24,Rd, , ,0
24-002863, ,-32.035,-144.251,4.63,.63,Rd, , ,0
24-002864, ,-30.771,-177.899,4.62,.65, , , ,0
24-002865, ,-50.458,-133.294,4.62,.33,SLEPC,Sm, ,1
24-002866, ,-30.779,-153.045,4.62,.51,Rd, , ,0
